synset	en	id	es	fr	pt-br	sw	de	ru	zh	ja	ar	hi	tr
06632511-n	hi	hai	buenos días	bonjour	oi	habari	Hallo	привет	嗨	こんにちは	مرحبا	नमस्ते	merhaba
00095280-a	dead	mati	muerto	mort	morto	wafu	tot	мёртвый	死	死ぬ	ميت	मृत	ölü
01551633-a	many	banyak	mucho	moult	muitos	nyingi	viele	много	许多	多くの	عدِيد	अनेक	birçok
05611302-n	mind	akal	mente	esprit	mente	akili	Verstand	ум	智力	心	عقل	मन	akıl
	wasn	tadinya	fue	était	era	hakuwa	war	разве	是	でした	كان	था	öyleydi
10112591-n	friend	teman	amigo	ami	amigo	rafiki	Freund	друг	朋友	友達	صديق	दोस्त	arkadaş
00227507-a	best	terbaik	mejor	meilleur	melhor	bora zaidi	beste	лучший	最好	最高	أفضل	सर्वोत्तम	en iyi
10278128-n	mom	mami	mamá	maman	mamãe	mama	Mutti	мама	妈妈	お母さん	ماما	अम्माँ	anne
08582837-n	hell	neraka	infierno	enfer	inferno	kuzimu	Hölle	ад	地狱	地獄	جحيم	नरक	cehennem
15165289-n	morning	pagi	madrugada	matin	manhã	asubuhi	Morgen	утро	早晨	朝	صباح	सवेरा	sabah
00748947-a	trying	mencoba	molesto	essayer	tentando	kujaribu	versuchen	пытаюсь	尝试	つらい	تحاول	कोशिश कर रहा हूँ	denemek
10285313-n	boy	budak	chaval	garçon	garoto	kijana	Junge	мальчик	男孩	男の子	ولد	लड़का	oğlan
00116791-r	together	bersama-sama	junto	ensemble	juntos	pamoja	zusammen	вместе	在一起	一緒に	معًا	एक साथ	birlikte
	yourself	dirimu sendiri	tu mismo	toi-même	você mesmo	mwenyewe	sich selbst	себя	你自己	あなた自身	نفسك	अपने आप	kendin
00582388-n	job	bidang	ocupación	occupation	ocupação	kazi	Beschäftigung	занятие	职业	仕事	وظيفة	काम	iş
01559590-v	saw	menggergaji	serrar	scier	serrar	msumeno	sägen	пилить	锯	挽く	نشر	देखा	gördüm
08078020-n	family	isi rumah	familia	foyer	família	familia	Haushalt	семейство	家庭	家庭	أُسْرَة	परिवार	ev halkı
01932973-a	real	ada	existente	réel	verdadeiro	halisi	echt	настоящий	实际+的	リアル	حقِيقِي	असली	gerçek
	without	tanpa	sin	sans	sem	bila	ohne	без	没有	なしで	بدون	बिना	onsuz
09827683-n	baby	bayi	bebé	bébé	bebé	mtoto	Baby	младенец	婴儿	赤ちゃん	رضيع	शिशु	bebek
04105893-n	room	ruang	cuarto	pièce	sala	chumba	Raum	комната	房间	部屋	غرفة	कमरा	oda
	wouldn	akan	haría	serait-ce	iria	bila	würde	бы	不会	そうしないだろう	سوف	होगा	olur
00031798-r	already	pernah	ya	déjà	já	tayari	bereits	уже	已经	既に	قبل الآن	पहले से ही	zaten
01835496-v	move	pergi	ir	aller	ir	gura	gehen	ходить	去	行く	ذهب	जाना	gitmek
00111609-r	most	paling	más	principalement	mais	wengi	die meisten	больше всего	大多数	最も	معظم	सबसे	çoğu
02129289-v	seen	lihat	ver	voir	ver	kuonekana	sehen	видеть	见	見る	رأى	देखना	görmek
02649830-v	live	tinggal	habitar	résider	viver	ishi	leben	жить	住	住む	عاش	रहना	oturmak
02127853-v	miss	hilang	escaparse	mademoiselle	senhorita	miss	Fräulein	пропустить	未觉察	聞きおとす	أضاع	याद आती है	özledim
00149510-r	actually	benar	en realidad	en fait	na verdade	kweli	eigentlich	действительно	究竟	本当	فعلا	सचमुच	aslında
	huh	ya	eh	hein	hein	aha	huh	да	呵呵	ふーん	هاه	हुह	ha
14854581-n	shit	tahi	mierda	crotte	merda	uchafu	Scheiße	дерьмо	大便	糞	خراء	मल	bok
02268133-a	both	kedua	ambos	les deux	ambos	zote mbili	beides	оба	两个+的	両方	على حد سواء	दोनों	ikisi de
01609762-a	heard	terdengar	oído	entendu	ouvi	kusikia	gehört	услышал	听到	聞いた	سمعت	सुना	duydum
00118869-r	once	dahulu	una vez	une fois	uma vez	mara moja	einmal	один раз	一遍	一度	مرة	एक बार	bir kez
01930512-a	ready	siap	preparado	prêt	pronto	tayari	bereit	готовый	准备好的	用意の出来た	جاهز	तैयार	hazır
05538625-n	head	kepala	cabeza	tête	cabeça	kichwa	Kopf	голова	头	頭	رأس	सिर	baş
	called	dipanggil	llamado	appelé	chamado	kuitwa	aufgerufen	позвонил	被称为	呼ばれた	دعا	बुलाया	aradı
02494923-a	used	digunakan	empleado	utilisé	usado	kutumika	verwendet	использованный	使用+的	使用済み	مُسْتعْمل	प्रयोग किया गया	kullanılmış
05833840-n	idea	pikir	pensamiento	idée	pensamento	dhana	Gedanke	мысль	思想	考え	فكر	विचार	düşünce
00594621-v	knew	kenal	saber	connaître	conhecer	alijua	wissen	уметь	懂	分かる	فهم	जानता था	bilmek
02681795-v	hold	jaga	conservar	maintenir	segure	shika	halten	держать	使保持某状态	キープ+する	أبْقى	पकड़ो	tut
01148283-a	happy	senang	feliz	heureux	feliz	furaha	glücklich	счастливый	高兴	幸せ	سعيد	सुखी	mutlu
03221720-n	door	pintu	puerta	porte	porta	mlango	Tür	дверь	门	戸	باب	दरवाज़ा	kapı
00147386-r	such	seperti itu	tal	comme	tal	vile	so	такой	这样的	じつに	هائِل	ऐसे	böyle
00846021-n	fuck	Fucking	polvo	baisage	foda	jamani	Fick	ебля	他妈的	ファッキン	اللعنة	भाड़ में जाओ	sikişmek
09876454-n	brother	adik	hermano	frère	irmão	ndugu	Bruder	брат	哥哥	兄弟	أخ	भाई	erkek kardeş
00047534-r	also	juga	también	aussi	também	pia	auch	тоже	也	も	أيضا	भी	de
00035718-r	pretty	agak	bastante	pas mal	bonito	nzuri	ziemlich	довольно	挺	いいかげん	جميلة	सुन्दर	güzel
13761407-n	bit	sedikit	pedazo	peu	pouco	kidogo	bisschen	немного	一点	ちょっと	قليلا	बिट	biraz
02599636-v	took	berhasil	tomar	prendre	levou	alichukua	nahm	взял	实行	為す	استغرق	लिया	aldı
03499796-n	haven	perlindungan	asilo	oasis	refúgio	bandari	Hafen	убежище	避难所	オアシス	ملاذ	हेवन	sığınak
00027795-r	yet	masih	todavía	pourtant	ainda	bado	bisher	до сих пор	还	まだ	بعد	अभी तक	henüz
08212347-n	men	tenaga kerja	hombres	main-d'œuvre	homens	wanaume	Belegschaft	рабочая сила	劳动力	労働力	أَيْدِي	पुरुष	erkekler
00514884-a	whole	penuh	entero	entier	inteiro	mzima	ganz	целый	完整+的	全体	كله	संपूर्ण	bütün
00345761-v	start	mulai	comenzar	commencer	começar	kuanza	anfangen	начинать	开始	始める	بدأ	शुरू करना	başlamak
01158872-v	use	guna	usar	utiliser	usar	matumizi	benutzen	использовать	用	用いる	استعمل	इस्तेमाल करना	kullanmak
15246353-n	while	kala	instante	épeler	enquanto	wakati	während	пока	一下	時	بينما	जबकि	süre
	since	sejak itu	desde	depuis	desde	tangu	seitdem	с тех пор	自从	それ以来	منذ ذلك الحين	तब से	o zamandan beri
10780632-n	wife	istri	esposa	femme	esposa	mke	Ehefrau	жена	妻子	妻	زوجة	पत्नी	karı
15141059-n	days	hari	dias	jours	vida	siku	Tage	дни	天	年月	أيام	दिन	günler
00631737-v	guess	agak	suponer	penser	pensar	nadhani	denken	думать	想	思う	إِعْتقد	अंदाज़ा लगाओ	tahmin etmek
15155891-n	tomorrow	besok	mañana	demain	amanhã	kesho	morgen	завтра	明天	明日	غدا	कल	yarın
05671325-n	matter	hal	aspecto	affaire	importa	jambo	Angelegenheit	дело	事情	事	أمر	बात	madde
02023107-v	meet	temu	encontrar	rencontrer	encontrar	kukutana	treffen	встречать	遇见	会う	لاقى	मिलना	karşılaşmak
02077656-v	bring	makan	traer	apporter	trazer	kuleta	bringen	приносить	带来	持って来る	أحضر	लाना	getirmek
00079499-r	tonight	malam ini	esta noche	cette nuit	hoje à noite	usiku wa leo	heute Nacht	сегодня ночью	今晚	今夜	الليلة	आज रात को	bu gece
	everyone	semuanya	todos	tout le monde	todos	kila mtu	alle	все	大家	みんな	الجميع	हर कोई	herkes
01926311-v	run	lari	correr	courir	correr	kukimbia	rennen	бегать	跑	走る	ركض	दौड़ना	koşmak
	wanna	ingin	quiero	veux	quero	unataka	will	хочу	想要	したい	أريد	चाहते हैं	istiyorum
00744916-a	hard	berat	duro	dur	difícil	ngumu	schwierig	тяжёлый	难	難しい	صعب	कठिन	zor
	ah	ah	ah	ah	ah	ah	Ah	ах	啊	ああ	آه	आह	ah
00008600-r	alone	belaka	solo	ne...que	apenas	peke yake	nur	один	只有	だけ	فقط	सिर्फ़	sadece
	myself	diriku sendiri	yo mismo	moi-même	eu mesmo	mimi mwenyewe	ich selbst	я сам	我自己	私自身	نفسي	खुद	kendim
08276720-n	school	sekolah	escuela	école	escola	shule	Schule	школа	学校	学校	مدرسة	विद्यालय	okul
00735882-a	gone	hilang	acabado	fini	enguiçado	wamekwenda	kaputt	капут	消失了	消えた	ذهب	चला गया	gitti
	um	um	mmm	euh	hum	um	ähm	хм	嗯	えーっと	أم	उम्म	hım
02609764-v	end	berakhir	acabar	finir	acabar	mwisho	enden	окончиться	结束	終わる	أنْهى	ख़त्म होना	bitmek
07151380-n	saying	ekspresi	dicho	locution	dizendo	akisema	Sprichwort	говоря	措辞	言ってる	عِبارة	कह रहे हैं	söyleyerek
04401088-n	phone	telepon	teléfono	téléphone	telefone	simu	Telefon	телефон	电话	電話	تلفون	फ़ोन	telefon
01072949-v	play	bermain-main	jugar	jouer	jogar	kucheza	spielen	играть	打	プレイ+する	لعِب	खेलो	oynamak
	looks	terlihat	mira	regarde	parece	inaonekana	sieht aus	выглядит	看起来	見た目	يبدو	दिखता है	görünüyor
	couldn	bisa	podría	pourrait	poderia	hakuweza	konnte	мог бы	不能	できませんでした	يمكن	सकता है	yapamadım
00846021-n	fucking	Fucking	polvo	baisage	foda	kutania	Fick	ебля	他妈的	ファッキン	سخيف	चोदना	sikişmek
14410605-n	problem	kesukaran	dificultad	tâche	problema	tatizo	Problem	проблема	困难	プロブレム	مشكلة	समस्या	sorun
01552885-a	few	beberapa	menos	peu	poucos	wachache	wenige	несколько	几个	わずか	قليل	कुछ	az
	friends	teman	amigos	amis	amigos	marafiki	Freunde	друзья	朋友	友達	أصدقاء	दोस्तों	arkadaşlar
	gotta	harus	tengo que	je dois	tenho que	lazima	Muss	должен	必须	しなきゃ	فلدي	चाहिए	lazım
00074095-r	ago	lalu	hace	il y a	há	iliyopita	vor	тому назад	以前	前	منذ	पहले	önce
01346003-v	open	celik	abrir	ouvrir	aberto	wazi	offen	открыть	开	打ち開く	فتح	खुला	açık
	anyone	siapa pun	cualquiera	n'importe qui	qualquer um	mtu yeyote	irgendjemand	кто-нибудь	任何人	誰でも	أي شخص	कोई भी	herkes
	killed	terbunuh	asesinado	tué	morto	kuuawa	getötet	убит	被杀	殺された	قتل	मार डाला	öldürüldü
01826723-v	hope	harap	esperar	espérer	esperar	tumaini	hoffen	надеяться	希望	希望	أمل	आशा करना	ummak
05600637-n	face	muka	cara	visage	face	uso	Gesicht	лицо	脸	顔	وجه	चेहरा	yüz
	until	sampai	hasta	jusqu'à ce que	até	mpaka	bis	пока	直到	まで	حتى	जब तक	kadar
01449564-a	lost	hilang	perdido	perdu	perdido	kupotea	verloren	потерянный	丧失+的	失われた	ضائع	खो गया	kayıp
08209687-n	police	polisi	policía	police	polícia	polisi	Polizei	полиция	警察	警察	شرطة	पोलिस	polis
06741305-n	excuse	alibi	excusa	prétexte	desculpa	udhuru	Ausrede	оправдание	辩解	言い訳	عذر	बहाना	bahane
01907258-v	turn	belok	girar	tourner	virar	kugeuka	abbiegen	поворачивать	拐	曲る	لف	बारी	dönmek
08061042-n	business	firma	asunto	entreprise	negócio	biashara	Konzern	концерн	商业	エンタープライズ	مشْرُوع تِجارِي	व्यापार	iş
07308889-n	case	contoh	caso	exemple	caso	mifano	Fall	пример	事例	事件	حالات	मामला	örnek
	wants	ingin	quiere	veut	quer	anataka	will	хочет	想要	欲しい	يريد	चाहता है	istiyor
	says	mengatakan	dice	dit	diz	anasema	sagt	говорит	说	言う	يقول	कहते हैं	diyor
02460502-a	true	benar	cierto	vrai	verdadeiro	kweli	wahr	верный	真	真実	صحيح	ठीक	gerçek
00358431-v	die	berjalan	estirar la pata	passer l'arme à gauche	bater as botas	kufa	den Löffel abgeben	сыграть в ящик	翘辫子	くたばる	إِنْتهى	मरो	nalları dikmek
05919263-n	heart	hati	alma	cur	coração	moyo	Herz	сердце	内心	ハート	قلب	दिल	kalp
00033922-r	soon	segera	pronto	bientôt	logo	hivi karibuni	bald	скоро	不久	すぐ	قريبا	जल्दी	birazdan
02269635-a	each	kali	cada uno	chaque	cada	kila mmoja	jeder	каждый	每一个+的	それぞれ	لكل منهما	प्रत्येक	her biri
01767163-v	worry	mencemaskan	apurarse	s'inquiéter	se preocupe	wasiwasi	Sorge	беспокоиться	忧愁	取りつめる	خَافَ	चिंता	endişelenmek
00061203-r	later	beka	después	après	depois	baada	hinterher	после	然后	その後	أخير	बाद	sonradan
15203791-n	year	tahun	año	année	ano	mwaka	Jahr	год	一年	一年	عام	वर्ष	yıl
02150510-v	watch	mencerap	mirar	regarder	ver	kuangalia	ansehen	смотреть	看	見る	راقب	देखो	izlemek
07020895-n	music	musik	música	musique	música	mziki	Musik	музыка	音乐	音楽	موسيقى	संगीत	müzik
05564590-n	hand	tangan	mano	main	mão	mkono	Hand	рука	手	手	يد	हाथ	el
	having	memiliki	tener	avoir	tendo	kuwa na	haben	имея	拥有	持っている	وجود	होना	sahip olmak
00138611-r	probably	agaknya	probablemente	probablement	provavelmente	pengine	wahrscheinlich	вероятно	大概	多分	من المحتمل	शायद	muhtemelen
00217728-a	beautiful	bagus	hermoso	beau	belo	zuri	schön	красивый	漂亮	美しい	جميل	ख़ूबसूरत	güzel
10020890-n	doctor	dokter	médico	médecin	médico	daktari	Arzt	доктор	医生	医者	طبيب	डाक्टर	doktor
01543123-v	sit	duduk	sentar	être assis	estar sentado	kukaa kitako	sitzen	сидеть	坐	座る	جلس	बैठना	oturmak
01168468-v	eat	makan	comer	manger	comer	kula	essen	есть	吃	食べる	أكل	खाना	yemek
05770926-n	thinking	pemikiran	pensamiento	pensée	pensamento	dhana	Denken	мысль	思考	考慮	فكر	विचार	düşünüş
01646941-a	young	muda	joven	jeune	jovem	changa	jung	молодой	年轻	若い	صغير	जवान	genç
02202146-a	second	kedua	segundo	deuxième	segundo	pili	zweiter	второй	第二+的	二番目	ثانيا	दूसरा	ikinci
00864461-a	working	bekerja	trabajador	travailler	trabalhando	kufanya kazi	arbeiten	работаю	工作	せわしい	العمل	काम कर रहे हैं	çalışıyor
14845743-n	water	air	agua	eau	água	maji	Wasser	вода	水	水	ماء	पानी	su
00007846-n	person	orang	persona	personne	pessoa	mtu	Person	человек	人	人	شخص	मनुष्य	kişi
13809207-n	part	bagian	categoría	portion	categoria	sehemu	Teil	часть	局部	コンポーネント	جِزْء	भाग	kısım
	kids	anak-anak	niños	enfants	crianças	watoto	Kinder	дети	孩子们	子供たち	أطفال	बच्चे	çocuklar
00816481-a	late	lambat	atrasado	tardif	tarde	marehemu	spät	поздно	迟到了	遅い	متأخرا	देर से	geç
14580897-n	stuff	bahan baku	cosa	matière	coisas	mambo	Stoff	вещество	材料	原料	شيْء	सामान	hammadde
00158309-r	exactly	tepat	exactamente	exactement	exatamente	hasa	genau	точно	恰恰	きちんきちん	بالضبط	बिलकुल	kesinlikle
